Job,Company,City,Salary,Average_salary,Remote,Skills,More_info
Senior Data Engineer (Cloud) âï¸,ITDS,Warszawa,22 000 - 27 300 pln,24650.0,Fully remote,"Git, GCP/AWS/AZURE, Python, ",https://justjoin.it/offers/itds-senior-data-engineer-cloud--warszawa-data
BI Team Leader,bolttech Poland Sp. z o.o.,Warszawa,Undisclosed Salary,Not known,not fully remote,"msql, ETL, ",https://justjoin.it/offers/bolttech-poland-sp-z-o-o--bi-team-leader-warszawa-data
Data Scientist,Harman Connected Services,ÅÃ³dÅº,17 300 - 24 700 pln,21000.0,Fully remote,"Spark, scikit-learn, Python, ",https://justjoin.it/offers/harman-connected-services-data-scientist-lodz-data
Data Solution Architect/Data Architect,Altimetrik Poland,KrakÃ³w,27 000 - 37 000 pln,32000.0,Fully remote,"Data Warehousing, Data Architecture Design, ",https://justjoin.it/offers/altimetrik-poland-data-solution-architect-data-architect-krakow-data
Process Mining Consultant,Heineken,KrakÃ³w,Undisclosed Salary,Not known,not fully remote,"SQL, Databases, ",https://justjoin.it/offers/heineken-process-mining-consultant-krakow-data
Data Engineer,Datumo,PoznaÅ,14 000 - 25 000 pln,19500.0,Fully remote,"Cloud, Python, Big Data, ",https://justjoin.it/offers/datumo-data-engineer-poznan-data
Data Engineer (Senior/Principal),Addepto,Warszawa,21 000 - 31 920 pln,26460.0,Fully remote,"Python, Databricks, Big Data, ",https://justjoin.it/offers/addepto-data-engineer-senior-principal--warszawa-data
Data Scientist / ML Engineer,Addepto,Warszawa,14 280 - 28 560 pln,21420.0,Fully remote,"AI, Data Science, Machine Learning, ",https://justjoin.it/offers/addepto-data-scientist-ml-engineer-warszawa-data
PL/SQL Developer,Connectis,Warszawa,20 000 - 25 000 pln,22500.0,Fully remote,"PL/SQL, SQL, Oracle, ",https://justjoin.it/offers/connectis-pl-sql-developer-warszawa-data
"Senior Staff Software Engineer, Machine Learning, Google Cloud",Google,Warszawa,Undisclosed Salary,Not known,not fully remote,"data algorithms, Data Structures, ",https://justjoin.it/offers/google-senior-staff-software-engineer-machine-learning-google-cloud-warszawa-data
Azure Data Engineer,Link Group,Warszawa,18 500 - 24 500 pln,21500.0,Fully remote,"SQL, Data, DataFactory, ",https://justjoin.it/offers/link-group-azure-data-engineer-warszawa-data
Oracle APEX Developer,Pretius,Warszawa,16 800 - 24 000 pln,20400.0,Fully remote,"Oracle ApplicationExpress, PL/SQL, Oracle, ",https://justjoin.it/offers/pretius-oracle-apex-developer-warszawa-data
Junior Business Intelligence Developer (zastÄpstwo),Silky Coders,GdaÅsk,Undisclosed Salary,Not known,not fully remote,"MS SQL, Git, ",https://justjoin.it/offers/silky-coders-junior-business-intelligence-developer-zastepstwo--gdansk-data
"Manager, Data Engineering & Analytics",WP Engine,KrakÃ³w,32 400 - 37 000 pln,34700.0,Fully remote,"Analytics, Leadership, Data Science, ",https://justjoin.it/offers/wp-engine-manager-data-engineering-analytics-krakow-data
Database Engineer,VIER GmbH,PoznaÅ,28 644 - 30 355 pln,29499.5,not fully remote,"Galera Cluster., Ansible, ",https://justjoin.it/offers/vier-gmbh-database-engineer-poznan-data
Senior Site Reliability Specialist,Navblue,GdaÅsk,19 000 - 26 000 pln,22500.0,not fully remote,"DNS, Cloud, ",https://justjoin.it/offers/navblue-senior-site-reliability-specialist-gdansk-data
Tableau Developer,C&F S.A.,Warszawa,Undisclosed Salary,Not known,Fully remote,"Contact with a client, Tableau, SQL, ",https://justjoin.it/offers/c-f-s-a--tableau-developer-warszawa-data
Senior Software Engineer (Databricks),GetInData | Part of Xebia,Warszawa,27 720 - 35 280 pln,31500.0,Fully remote,"Databricks, Java / Python / Scala, ",https://justjoin.it/offers/getindata-part-of-xebia-senior-software-engineer-databricks--warszawa-data
Senior Data Engineer (Cloud) âï¸,ITDS,Warszawa,22 000 - 27 300 pln,24650.0,Fully remote,"Git, GCP/AWS/AZURE, Python, ",https://justjoin.it/offers/itds-senior-data-engineer-cloud--warszawa-data
BI Team Leader,bolttech Poland Sp. z o.o.,Warszawa,Undisclosed Salary,Not known,not fully remote,"msql, ETL, ",https://justjoin.it/offers/bolttech-poland-sp-z-o-o--bi-team-leader-warszawa-data
Data Scientist,Harman Connected Services,ÅÃ³dÅº,17 300 - 24 700 pln,21000.0,Fully remote,"Spark, scikit-learn, Python, ",https://justjoin.it/offers/harman-connected-services-data-scientist-lodz-data
Data Solution Architect/Data Architect,Altimetrik Poland,KrakÃ³w,27 000 - 37 000 pln,32000.0,Fully remote,"Data Warehousing, Data Architecture Design, ",https://justjoin.it/offers/altimetrik-poland-data-solution-architect-data-architect-krakow-data
Process Mining Consultant,Heineken,KrakÃ³w,Undisclosed Salary,Not known,not fully remote,"SQL, Databases, ",https://justjoin.it/offers/heineken-process-mining-consultant-krakow-data
Data Engineer,Datumo,PoznaÅ,14 000 - 25 000 pln,19500.0,Fully remote,"Cloud, Python, Big Data, ",https://justjoin.it/offers/datumo-data-engineer-poznan-data
Data Engineer (Senior/Principal),Addepto,Warszawa,21 000 - 31 920 pln,26460.0,Fully remote,"Python, Databricks, Big Data, ",https://justjoin.it/offers/addepto-data-engineer-senior-principal--warszawa-data
Data Scientist / ML Engineer,Addepto,Warszawa,14 280 - 28 560 pln,21420.0,Fully remote,"AI, Data Science, Machine Learning, ",https://justjoin.it/offers/addepto-data-scientist-ml-engineer-warszawa-data
PL/SQL Developer,Connectis,Warszawa,20 000 - 25 000 pln,22500.0,Fully remote,"PL/SQL, SQL, Oracle, ",https://justjoin.it/offers/connectis-pl-sql-developer-warszawa-data
"Senior Staff Software Engineer, Machine Learning, Google Cloud",Google,Warszawa,Undisclosed Salary,Not known,not fully remote,"data algorithms, Data Structures, ",https://justjoin.it/offers/google-senior-staff-software-engineer-machine-learning-google-cloud-warszawa-data
Azure Data Engineer,Link Group,Warszawa,18 500 - 24 500 pln,21500.0,Fully remote,"SQL, Data, DataFactory, ",https://justjoin.it/offers/link-group-azure-data-engineer-warszawa-data
Oracle APEX Developer,Pretius,Warszawa,16 800 - 24 000 pln,20400.0,Fully remote,"Oracle ApplicationExpress, PL/SQL, Oracle, ",https://justjoin.it/offers/pretius-oracle-apex-developer-warszawa-data
Junior Business Intelligence Developer (zastÄpstwo),Silky Coders,GdaÅsk,Undisclosed Salary,Not known,not fully remote,"MS SQL, Git, ",https://justjoin.it/offers/silky-coders-junior-business-intelligence-developer-zastepstwo--gdansk-data
"Manager, Data Engineering & Analytics",WP Engine,KrakÃ³w,32 400 - 37 000 pln,34700.0,Fully remote,"Analytics, Leadership, Data Science, ",https://justjoin.it/offers/wp-engine-manager-data-engineering-analytics-krakow-data
Database Engineer,VIER GmbH,PoznaÅ,28 644 - 30 355 pln,29499.5,not fully remote,"Galera Cluster., Ansible, ",https://justjoin.it/offers/vier-gmbh-database-engineer-poznan-data
Senior Site Reliability Specialist,Navblue,GdaÅsk,19 000 - 26 000 pln,22500.0,not fully remote,"DNS, Cloud, ",https://justjoin.it/offers/navblue-senior-site-reliability-specialist-gdansk-data
Tableau Developer,C&F S.A.,Warszawa,Undisclosed Salary,Not known,Fully remote,"Contact with a client, Tableau, SQL, ",https://justjoin.it/offers/c-f-s-a--tableau-developer-warszawa-data
Senior Software Engineer (Databricks),GetInData | Part of Xebia,Warszawa,27 720 - 35 280 pln,31500.0,Fully remote,"Databricks, Java / Python / Scala, ",https://justjoin.it/offers/getindata-part-of-xebia-senior-software-engineer-databricks--warszawa-data
Senior Data Engineer (Cloud) âï¸,ITDS,Warszawa,22 000 - 27 300 pln,24650.0,Fully remote,"Git, GCP/AWS/AZURE, Python, ",https://justjoin.it/offers/itds-senior-data-engineer-cloud--warszawa-data
BI Team Leader,bolttech Poland Sp. z o.o.,Warszawa,Undisclosed Salary,Not known,not fully remote,"msql, ETL, ",https://justjoin.it/offers/bolttech-poland-sp-z-o-o--bi-team-leader-warszawa-data
Data Scientist,Harman Connected Services,ÅÃ³dÅº,17 300 - 24 700 pln,21000.0,Fully remote,"Spark, scikit-learn, Python, ",https://justjoin.it/offers/harman-connected-services-data-scientist-lodz-data
Data Solution Architect/Data Architect,Altimetrik Poland,KrakÃ³w,27 000 - 37 000 pln,32000.0,Fully remote,"Data Warehousing, Data Architecture Design, ",https://justjoin.it/offers/altimetrik-poland-data-solution-architect-data-architect-krakow-data
Process Mining Consultant,Heineken,KrakÃ³w,Undisclosed Salary,Not known,not fully remote,"SQL, Databases, ",https://justjoin.it/offers/heineken-process-mining-consultant-krakow-data
Data Engineer,Datumo,PoznaÅ,14 000 - 25 000 pln,19500.0,Fully remote,"Cloud, Python, Big Data, ",https://justjoin.it/offers/datumo-data-engineer-poznan-data
Data Engineer (Senior/Principal),Addepto,Warszawa,21 000 - 31 920 pln,26460.0,Fully remote,"Python, Databricks, Big Data, ",https://justjoin.it/offers/addepto-data-engineer-senior-principal--warszawa-data
Data Scientist / ML Engineer,Addepto,Warszawa,14 280 - 28 560 pln,21420.0,Fully remote,"AI, Data Science, Machine Learning, ",https://justjoin.it/offers/addepto-data-scientist-ml-engineer-warszawa-data
PL/SQL Developer,Connectis,Warszawa,20 000 - 25 000 pln,22500.0,Fully remote,"PL/SQL, SQL, Oracle, ",https://justjoin.it/offers/connectis-pl-sql-developer-warszawa-data
"Senior Staff Software Engineer, Machine Learning, Google Cloud",Google,Warszawa,Undisclosed Salary,Not known,not fully remote,"data algorithms, Data Structures, ",https://justjoin.it/offers/google-senior-staff-software-engineer-machine-learning-google-cloud-warszawa-data
Azure Data Engineer,Link Group,Warszawa,18 500 - 24 500 pln,21500.0,Fully remote,"SQL, Data, DataFactory, ",https://justjoin.it/offers/link-group-azure-data-engineer-warszawa-data
Oracle APEX Developer,Pretius,Warszawa,16 800 - 24 000 pln,20400.0,Fully remote,"Oracle ApplicationExpress, PL/SQL, Oracle, ",https://justjoin.it/offers/pretius-oracle-apex-developer-warszawa-data
Junior Business Intelligence Developer (zastÄpstwo),Silky Coders,GdaÅsk,Undisclosed Salary,Not known,not fully remote,"MS SQL, Git, ",https://justjoin.it/offers/silky-coders-junior-business-intelligence-developer-zastepstwo--gdansk-data
"Manager, Data Engineering & Analytics",WP Engine,KrakÃ³w,32 400 - 37 000 pln,34700.0,Fully remote,"Analytics, Leadership, Data Science, ",https://justjoin.it/offers/wp-engine-manager-data-engineering-analytics-krakow-data
Database Engineer,VIER GmbH,PoznaÅ,28 644 - 30 355 pln,29499.5,not fully remote,"Galera Cluster., Ansible, ",https://justjoin.it/offers/vier-gmbh-database-engineer-poznan-data
Senior Site Reliability Specialist,Navblue,GdaÅsk,19 000 - 26 000 pln,22500.0,not fully remote,"DNS, Cloud, ",https://justjoin.it/offers/navblue-senior-site-reliability-specialist-gdansk-data
Tableau Developer,C&F S.A.,Warszawa,Undisclosed Salary,Not known,Fully remote,"Contact with a client, Tableau, SQL, ",https://justjoin.it/offers/c-f-s-a--tableau-developer-warszawa-data
Senior Software Engineer (Databricks),GetInData | Part of Xebia,Warszawa,27 720 - 35 280 pln,31500.0,Fully remote,"Databricks, Java / Python / Scala, ",https://justjoin.it/offers/getindata-part-of-xebia-senior-software-engineer-databricks--warszawa-data
Senior Data Engineer (Cloud) âï¸,ITDS,Warszawa,22 000 - 27 300 pln,24650.0,Fully remote,"Git, GCP/AWS/AZURE, Python, ",https://justjoin.it/offers/itds-senior-data-engineer-cloud--warszawa-data
BI Team Leader,bolttech Poland Sp. z o.o.,Warszawa,Undisclosed Salary,Not known,not fully remote,"msql, ETL, ",https://justjoin.it/offers/bolttech-poland-sp-z-o-o--bi-team-leader-warszawa-data
Data Scientist,Harman Connected Services,ÅÃ³dÅº,17 300 - 24 700 pln,21000.0,Fully remote,"Spark, scikit-learn, Python, ",https://justjoin.it/offers/harman-connected-services-data-scientist-lodz-data
Data Solution Architect/Data Architect,Altimetrik Poland,KrakÃ³w,27 000 - 37 000 pln,32000.0,Fully remote,"Data Warehousing, Data Architecture Design, ",https://justjoin.it/offers/altimetrik-poland-data-solution-architect-data-architect-krakow-data
Process Mining Consultant,Heineken,KrakÃ³w,Undisclosed Salary,Not known,not fully remote,"SQL, Databases, ",https://justjoin.it/offers/heineken-process-mining-consultant-krakow-data
Data Engineer,Datumo,PoznaÅ,14 000 - 25 000 pln,19500.0,Fully remote,"Cloud, Python, Big Data, ",https://justjoin.it/offers/datumo-data-engineer-poznan-data
Data Engineer (Senior/Principal),Addepto,Warszawa,21 000 - 31 920 pln,26460.0,Fully remote,"Python, Databricks, Big Data, ",https://justjoin.it/offers/addepto-data-engineer-senior-principal--warszawa-data
Data Scientist / ML Engineer,Addepto,Warszawa,14 280 - 28 560 pln,21420.0,Fully remote,"AI, Data Science, Machine Learning, ",https://justjoin.it/offers/addepto-data-scientist-ml-engineer-warszawa-data
PL/SQL Developer,Connectis,Warszawa,20 000 - 25 000 pln,22500.0,Fully remote,"PL/SQL, SQL, Oracle, ",https://justjoin.it/offers/connectis-pl-sql-developer-warszawa-data
"Senior Staff Software Engineer, Machine Learning, Google Cloud",Google,Warszawa,Undisclosed Salary,Not known,not fully remote,"data algorithms, Data Structures, ",https://justjoin.it/offers/google-senior-staff-software-engineer-machine-learning-google-cloud-warszawa-data
Azure Data Engineer,Link Group,Warszawa,18 500 - 24 500 pln,21500.0,Fully remote,"SQL, Data, DataFactory, ",https://justjoin.it/offers/link-group-azure-data-engineer-warszawa-data
Oracle APEX Developer,Pretius,Warszawa,16 800 - 24 000 pln,20400.0,Fully remote,"Oracle ApplicationExpress, PL/SQL, Oracle, ",https://justjoin.it/offers/pretius-oracle-apex-developer-warszawa-data
Junior Business Intelligence Developer (zastÄpstwo),Silky Coders,GdaÅsk,Undisclosed Salary,Not known,not fully remote,"MS SQL, Git, ",https://justjoin.it/offers/silky-coders-junior-business-intelligence-developer-zastepstwo--gdansk-data
"Manager, Data Engineering & Analytics",WP Engine,KrakÃ³w,32 400 - 37 000 pln,34700.0,Fully remote,"Analytics, Leadership, Data Science, ",https://justjoin.it/offers/wp-engine-manager-data-engineering-analytics-krakow-data
Database Engineer,VIER GmbH,PoznaÅ,28 644 - 30 355 pln,29499.5,not fully remote,"Galera Cluster., Ansible, ",https://justjoin.it/offers/vier-gmbh-database-engineer-poznan-data
Senior Site Reliability Specialist,Navblue,GdaÅsk,19 000 - 26 000 pln,22500.0,not fully remote,"DNS, Cloud, ",https://justjoin.it/offers/navblue-senior-site-reliability-specialist-gdansk-data
Tableau Developer,C&F S.A.,Warszawa,Undisclosed Salary,Not known,Fully remote,"Contact with a client, Tableau, SQL, ",https://justjoin.it/offers/c-f-s-a--tableau-developer-warszawa-data
Senior Software Engineer (Databricks),GetInData | Part of Xebia,Warszawa,27 720 - 35 280 pln,31500.0,Fully remote,"Databricks, Java / Python / Scala, ",https://justjoin.it/offers/getindata-part-of-xebia-senior-software-engineer-databricks--warszawa-data
Senior Data Engineer (Cloud) âï¸,ITDS,Warszawa,22 000 - 27 300 pln,24650.0,Fully remote,"Git, GCP/AWS/AZURE, Python, ",https://justjoin.it/offers/itds-senior-data-engineer-cloud--warszawa-data
BI Team Leader,bolttech Poland Sp. z o.o.,Warszawa,Undisclosed Salary,Not known,not fully remote,"msql, ETL, ",https://justjoin.it/offers/bolttech-poland-sp-z-o-o--bi-team-leader-warszawa-data
Data Scientist,Harman Connected Services,ÅÃ³dÅº,17 300 - 24 700 pln,21000.0,Fully remote,"Spark, scikit-learn, Python, ",https://justjoin.it/offers/harman-connected-services-data-scientist-lodz-data
Data Solution Architect/Data Architect,Altimetrik Poland,KrakÃ³w,27 000 - 37 000 pln,32000.0,Fully remote,"Data Warehousing, Data Architecture Design, ",https://justjoin.it/offers/altimetrik-poland-data-solution-architect-data-architect-krakow-data
Process Mining Consultant,Heineken,KrakÃ³w,Undisclosed Salary,Not known,not fully remote,"SQL, Databases, ",https://justjoin.it/offers/heineken-process-mining-consultant-krakow-data
Data Engineer,Datumo,PoznaÅ,14 000 - 25 000 pln,19500.0,Fully remote,"Cloud, Python, Big Data, ",https://justjoin.it/offers/datumo-data-engineer-poznan-data
Data Engineer (Senior/Principal),Addepto,Warszawa,21 000 - 31 920 pln,26460.0,Fully remote,"Python, Databricks, Big Data, ",https://justjoin.it/offers/addepto-data-engineer-senior-principal--warszawa-data
Data Scientist / ML Engineer,Addepto,Warszawa,14 280 - 28 560 pln,21420.0,Fully remote,"AI, Data Science, Machine Learning, ",https://justjoin.it/offers/addepto-data-scientist-ml-engineer-warszawa-data
PL/SQL Developer,Connectis,Warszawa,20 000 - 25 000 pln,22500.0,Fully remote,"PL/SQL, SQL, Oracle, ",https://justjoin.it/offers/connectis-pl-sql-developer-warszawa-data
"Senior Staff Software Engineer, Machine Learning, Google Cloud",Google,Warszawa,Undisclosed Salary,Not known,not fully remote,"data algorithms, Data Structures, ",https://justjoin.it/offers/google-senior-staff-software-engineer-machine-learning-google-cloud-warszawa-data
Azure Data Engineer,Link Group,Warszawa,18 500 - 24 500 pln,21500.0,Fully remote,"SQL, Data, DataFactory, ",https://justjoin.it/offers/link-group-azure-data-engineer-warszawa-data
Oracle APEX Developer,Pretius,Warszawa,16 800 - 24 000 pln,20400.0,Fully remote,"Oracle ApplicationExpress, PL/SQL, Oracle, ",https://justjoin.it/offers/pretius-oracle-apex-developer-warszawa-data
Junior Business Intelligence Developer (zastÄpstwo),Silky Coders,GdaÅsk,Undisclosed Salary,Not known,not fully remote,"MS SQL, Git, ",https://justjoin.it/offers/silky-coders-junior-business-intelligence-developer-zastepstwo--gdansk-data
